2002-08-11-big-img_591 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_1034 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_932 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-30-big-img_18487 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-02-big-img_15814 : pred total 5, gt total 5, recall 4, miss 1, FP 1
2002-08-01-big-img_2086 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16535 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_500 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2003-01-13-big-img_400 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-25-big-img_607 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18384 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_951 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_1150 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_1022 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-10-big-img_428 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-28-big-img_19242 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-05-big-img_3098 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_400 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_365 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-20-big-img_318 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_740 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_37 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_274 : pred total 5, gt total 4, recall 4, miss 0, FP 1
2002-08-02-big-img_205 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_695 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2289 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_794 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-18-big-img_438 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1380 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_737 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-07-big-img_1651 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_1238 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1681 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_3017 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_706 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_392 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-09-big-img_539 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-29-big-img_835 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_723 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-28-big-img_19235 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2003-01-16-big-img_353 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-10-big-img_150 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-29-big-img_19025 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_310 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-10-big-img_823 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_981 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-11-big-img_288 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_534 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_300 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-31-big-img_49 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-30-big-img_469 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-28-big-img_19197 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_205 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-10-big-img_390 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_291 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_230 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-18-big-img_76 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_409 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-14-big-img_1053 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2003-01-14-big-img_291 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-10-big-img_503 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-27-big-img_19928 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-03-big-img_563 : pred total 5, gt total 4, recall 4, miss 0, FP 1
2002-08-17-big-img_250 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2381 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-17-big-img_948 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2710 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-07-22-big-img_696 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-31-big-img_670 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_594 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_624 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2003-01-17-big-img_934 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-03-big-img_584 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_1003 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-05-big-img_3396 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_570 : pred total 5, gt total 4, recall 4, miss 0, FP 1
2002-08-02-big-img_219 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-02-big-img_15774 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_818 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_402 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_552 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_71 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-05-big-img_3592 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_80 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_672 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_470 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_702 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-01-big-img_16130 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_240 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16338 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_312 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_538 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-20-big-img_695 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18098 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-25-big-img_259 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_1042 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-09-big-img_837 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-31-big-img_17760 : pred total 1, gt total 3, recall 1, miss 2, FP 0
2002-07-31-big-img_14 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-09-big-img_361 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-16-big-img_107 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_124 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_463 : pred total 1, gt total 3, recall 1, miss 2, FP 0
2003-01-15-big-img_275 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_1151 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_1501 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-27-big-img_19889 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_18603 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_601 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_355 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_297 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-20-big-img_290 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-07-31-big-img_195 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2003-01-01-big-img_336 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-18-big-img_369 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_621 : pred total 7, gt total 7, recall 7, miss 0, FP 0
2002-08-11-big-img_508 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_458 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_795 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_498 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2002-08-01-big-img_1734 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_246 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_565 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-11-big-img_475 : pred total 11, gt total 11, recall 10, miss 1, FP 1
2002-08-22-big-img_408 : pred total 31, gt total 27, recall 25, miss 2, FP 6
2002-07-28-big-img_78 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-21-big-img_81 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_697 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_661 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_507 : pred total 4, gt total 5, recall 4, miss 1, FP 0
2002-08-19-big-img_55 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_152 : pred total 2, gt total 1, recall 0, miss 1, FP 2
2003-01-14-big-img_470 : pred total 5, gt total 3, recall 3, miss 0, FP 2
2002-08-03-big-img_379 : pred total 5, gt total 4, recall 4, miss 0, FP 1
2002-08-22-big-img_506 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_966 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-18-big-img_698 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-08-24-big-img_528 : pred total 8, gt total 7, recall 5, miss 2, FP 3
2002-08-23-big-img_10 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1655 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-22-big-img_953 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-19-big-img_630 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-22-big-img_889 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_351 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_83 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_805 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-14-big-img_704 : pred total 6, gt total 6, recall 5, miss 1, FP 1
2002-07-19-big-img_389 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-31-big-img_17765 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-29-big-img_606 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_939 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-02-big-img_15081 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_181 : pred total 2, gt total 2, recall 1, miss 1, FP 1
2002-07-29-big-img_1321 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-21-big-img_497 : pred total 7, gt total 6, recall 6, miss 0, FP 1
2002-07-20-big-img_539 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-24-big-img_119 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-01-big-img_1281 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_207 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_432 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_1006 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-05-big-img_3087 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-14-big-img_252 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_798 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-24-big-img_538 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15507 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_901 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_557 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1819 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-04-big-img_470 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1504 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_1070 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_372 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_416 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-30-big-img_18208 : pred total 3, gt total 4, recall 3, miss 1, FP 0
2002-08-01-big-img_2043 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_385 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_466 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_869 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-28-big-img_19429 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_770 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_433 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_13 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_953 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15728 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1361 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_18897 : pred total 8, gt total 8, recall 7, miss 1, FP 1
2002-08-26-big-img_534 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-11-big-img_121 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-08-26-big-img_20130 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_363 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_978 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_835 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_906 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2003-01-14-big-img_548 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-30-big-img_80 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_982 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_99 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-19-big-img_362 : pred total 5, gt total 5, recall 5, miss 0, FP 0
2002-08-24-big-img_376 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1264 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_938 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_535 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_457 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-08-big-img_848 : pred total 6, gt total 4, recall 4, miss 0, FP 2
2003-01-15-big-img_859 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_622 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-30-big-img_403 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_217 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_891 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-24-big-img_70 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-25-big-img_619 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-05-big-img_3375 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_2160 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-06-big-img_2227 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_117 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-14-big-img_227 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_565 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-19-big-img_625 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-03-big-img_812 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-24-big-img_41 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_235 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-29-big-img_759 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-21-big-img_433 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_190 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_435 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-13-big-img_708 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_57 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-22-big-img_162 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-01-big-img_558 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2003-01-15-big-img_604 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_935 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_394 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-28-big-img_465 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-09-02-big-img_15534 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_87 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_469 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_245 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2003-01-13-big-img_236 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2736 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-03-big-img_348 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_218 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_232 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_244 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_1121 : pred total 3, gt total 3, recall 2, miss 1, FP 1
2002-08-01-big-img_1484 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_541 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-07-big-img_1244 : pred total 5, gt total 3, recall 3, miss 0, FP 2
2002-07-31-big-img_3 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18437 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_19094 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1355 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_338 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-19-big-img_255 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-07-21-big-img_76 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_199 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-12-big-img_740 : pred total 8, gt total 7, recall 5, miss 2, FP 3
2002-07-30-big-img_852 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_599 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-23-big-img_254 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-19-big-img_125 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-24-big-img_2 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-08-04-big-img_145 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-05-big-img_3137 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-28-big-img_463 : pred total 6, gt total 6, recall 5, miss 1, FP 1
2003-01-14-big-img_801 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_366 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-26-big-img_600 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-26-big-img_649 : pred total 3, gt total 3, recall 3, miss 0, FP 0
